Sample.ID,Lat,Long,Cropping.Season,Region,CO2,Humidity,PEV,Rainfall,Temp,Grain.As,Grain.Se,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Se,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Straw.Cu,Soil.As,Soil.Se,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.Cu,Soil.pH,Soil.Clay,SOM
23VINIF_183_#1,14.381312,109.023012,Summer season,South Central,418.705,76.03564687,5.682993362,3.970008835,25.40691242,0.433023156,0.201521615,3015.919686,1519.124345,25.80305957,61.27210902,1.920256047,0.794185522,0.111978748,91.21492078,1976.20829,1985.565002,556.8875092,790.4398938,1.534702129,2.34,5.57,28665.05,168.53,409.83,148.16,33275.64,16.22,4.08,15.80261712,7.15
23VINIF_184_#1,14.550829,109.049104,Summer season,South Central,418.705,78.97973898,5.510674857,5.113370075,24.69197477,0.422464726,0.246807825,3384.264932,1739.67248,30.26986297,47.20520061,3.668659826,0.930369469,0.223875738,153.8305997,1635.942186,2287.615003,585.4647916,551.4880263,3.719797378,5.91,12.48,113633.65,394.55,1073.99,268.34,57034.92,39.07,3.94,34.45655434,10.27
23VINIF_185_#1,14.72036,109.034369,Summer season,South Central,418.705,78.44642813,5.513343399,4.973440896,25.29884022,0.378472786,0.044791499,3606.60388,1884.059999,29.19061092,36.64335678,0.655716581,0.810194428,0.149487784,282.9620995,1287.623517,1971.08053,710.2550511,760.2521928,1.108108534,2.2,9.64,39923.37,159.41,304.65,253.3,17986.99,6.92,4.76,16.03038177,5.98
23VINIF_186_#1,14.835011,108.956295,Summer season,South Central,418.705,76.61127663,5.275585343,4.9887999,25.65043443,0.406319988,0.089690412,2858.972216,1495.513463,21.60376408,45.30380074,2.326707044,0.892392206,,168.9836738,1070.089715,1985.727566,388.7981141,435.8895244,1.88776592,4.02,13.1,63147.99,226.73,436.55,239.19,17088.6,14.77,4.15,14.66679988,8.06
23VINIF_187_#1,14.979058,108.885899,Summer season,South Central,418.705,76.32006697,5.196718927,4.82838083,25.13401771,0.511224821,0.067254369,3560.02683,1710.784032,29.87890636,38.89818648,2.671868938,0.824308538,0.186569181,180.7434828,1460.386954,1971.439825,769.1762497,602.7598853,1.885100354,3.75,11.69,63994.12,216.62,361.88,329.39,30866.01,17.56,4.19,20.12,5.46
23VINIF_188_#1,15.282303,108.773723,Summer season,South Central,418.705,76.67276484,5.520448268,5.557480065,25.46356598,0.538397601,0.179313687,3519.847828,1863.64707,20.70170269,46.21991246,0.749905595,1.098919819,0.112053301,216.2079797,2254.289774,2658.799451,337.5826671,917.824146,0.865259638,1.42,4.14,14160.96,66.03,236.67,33.02,3410.18,3.13,3.96,7.654641751,5.98
23VINIF_189_#1,15.971738,108.167541,Summer season,South Central,418.705,76.84617508,4.657555389,5.186097279,26.10148712,0.620530607,0.112066012,3360.506235,2051.328883,28.2067281,39.63611136,0.579416833,4.754990486,0.186507157,116.3556943,2320.862557,2522.250248,466.2538386,733.3658342,1.019991756,11.59,9.02,76949.28,247.57,466.85,304.84,33425.84,23.86,3.76,26.43884892,7.15
24VINIF_1_#1,15.14583,108.7814,Winter season,South Central,423.08,85.006942,5.928832082,5.226668718,25.83401356,0.319425174,0.003852092,1695.659635,450.7730603,8.445384409,27.54600528,1.370973771,0.634,,34.45095549,997.0458054,431.6326813,139.1256847,129.67144,,4.110085428,8.172882669,59630.15801,260.2733877,154.5150494,301.9312051,25557.68312,,3.99,53.17124736,4.116666667
24VINIF_2_#1,14.98,108.8858,Winter season,South Central,423.08,85.59906598,5.196718927,4.82838083,25.13401771,0.29257013,0.036182248,1077.252349,448.8090664,10.96673074,22.70157158,4.359389807,0.108,,48.88832186,390.5207061,486.0451032,376.2883836,117.0951701,,1.522085,6.477201455,37316.28924,147.4969302,123.6738263,298.4614155,19108.05253,,4.25,20.12,2.686666667
24VINIF_3_#1,14.89139,108.9422,Winter season,South Central,423.08,85.42255395,5.275585343,4.9887999,25.65043443,0.196887506,0.028096074,1750.252787,430.914104,6.980848682,23.3865116,5.247750651,0.689,,24.34909262,1230.235766,682.9051525,105.0644127,193.850166,,1.625324193,3.540799553,23014.32808,211.4353479,278.5098893,119.158455,6977.132256,,3.92,16.39344262,5.915
24VINIF_4_#1,14.83417,108.9578,Winter season,South Central,423.08,85.42255395,5.275585343,4.9887999,25.65043443,0.144049204,0.036182248,1666.594063,451.8210478,7.636705118,21.33001643,5.301923009,0.123,0.019691956,30.81253262,971.6021029,555.038094,244.6999133,194.61837,,1.805576561,7.577678907,41489.62604,155.9684016,163.7419067,274.0612421,16706.72514,,3.89,14.66679988,3.176333333
24VINIF_5_#1,14.76361,109.0083,Winter season,South Central,423.08,85.71801032,5.513343399,4.973440896,25.29884022,0.262583318,0.011938267,1784.84261,446.250424,6.691566286,23.91957384,0.109002626,0.048,0.039410511,36.75420261,1261.535152,670.3932449,116.7664312,131.2402336,,0.369560809,2.406184392,12142.66679,70.89651451,169.1196128,92.42829595,3593.794623,,4.1,12.28070175,2.491666667
24VINIF_6_#1,14.55028,109.0494,Winter season,South Central,423.08,86.36837645,5.510674857,5.113370075,24.69197477,0.226248148,0.003859364,1676.709799,433.9601272,8.275326691,24.39425775,1.090468704,0.091,0.009850411,54.33964502,1158.306036,767.3202991,187.4661486,152.4818679,,2.699474111,6.786948328,51246.23417,391.1780854,268.1312022,221.5386276,30763.92747,,4.1,34.45655434,4.506666667
24VINIF_7_#1,14.48333,109.0336,Winter season,South Central,423.08,85.46405465,5.683229537,4.461515449,25.55313558,0.186522253,0.003859364,1423.570818,367.6492632,9.100475673,21.36489921,0.924263855,0.082,,61.32954072,978.3579161,431.0456501,356.4898509,203.3629299,,2.572140301,6.89840396,58004.44823,325.9681138,122.9294443,328.3120376,37134.1642,,4.04,24.33756624,4.225
24VINIF_8_#1,14.38139,109.0228,Winter season,South Central,423.08,83.67716914,5.682993362,3.970008835,25.40691242,0.195506341,0.003859364,1498.462831,396.1543607,7.47002488,26.06323597,0.512779707,0.084,,44.5296467,1014.457828,460.7206287,251.9460244,329.8690313,,0.763618828,3.52886762,17339.82418,122.3225126,124.5888721,132.2242828,12552.97394,,4.16,15.80261712,3.575
24VINIF_9_#1,14.29528,109.0739,Winter season,South Central,423.08,82.13618895,5.865800817,3.243961898,25.38725584,0.167180334,0.003852092,1525.454482,402.1877182,14.65454758,22.4327309,1.439778675,0.02,0.019691956,30.73115044,930.7367195,523.3519165,783.5521966,192.9608306,,1.24346695,7.421655734,42550.90174,175.7347675,65.44701375,467.5917426,31683.42197,,3.94,16.84549356,2.773333333
24VINIF_10_#1,14.19694,109.0475,Winter season,South Central,423.08,82.4095664,5.583624983,3.024426976,25.63677753,0.162636436,0.052347326,1432.296198,373.8611355,7.377664694,23.32038027,0.945478468,0.103,,63.66107104,1273.422021,495.0722536,241.4088339,267.788247,,0.866627141,4.180469324,27362.98545,162.3991895,156.8854884,335.0815035,18320.85022,,4.68,18.33633273,2.578333333
24VINIF_11_#1,14.07917,109.0633,Winter season,South Central,423.08,83.47464699,5.383891719,2.98244747,26.10847448,0.133183392,,1485.8037,398.3121719,10.63022613,22.35681944,0.92383163,0.091,,66.8086564,804.2545317,492.1530205,553.8881618,292.6365435,,0.549151905,3.880159868,26187.47946,122.6663146,132.8342974,181.169967,8305.302213,,4.09,16.69332267,4.095
24VINIF_12_#1,13.57667,109.2478,Winter season,South Central,423.08,74.72754767,5.979513259,3.746591883,25.88621825,0.148226731,,1593.044736,434.7830714,5.789750804,24.04553856,1.824155883,0.064,,26.78030332,782.9716982,934.3388001,58.35655919,107.6867697,,0.254641144,0.326174393,2830.351232,39.5675755,88.83698607,39.22669642,841.4416803,,4.15,12.25264841,6.175
24VINIF_13_#1,13.46222,109.2117,Winter season,South Central,423.08,73.07051075,7.459452064,3.328219909,25.91677096,0.122028557,0.020024442,1614.959364,420.7319419,8.081740645,23.43723474,0.365206291,0.078,0.009841545,38.53737425,1082.766463,715.7401106,264.127413,127.3600358,,0.985273609,6.153621826,33907.59857,111.5254522,387.4971452,141.5811375,7053.870515,,3.74,10.99337748,4.441666667
24VINIF_14_#1,13.39333,109.2042,Winter season,South Central,423.08,70.31266905,7.862001047,3.039211303,25.66341645,0.195555419,,1675.500231,395.3463336,5.889637218,23.58108959,,0.114,0.147782768,13.28401215,1581.431411,523.3299238,84.4189517,85.94606142,,0.996063458,4.83702204,30543.07646,154.2191047,53.5327795,208.352791,19501.36472,,4.25,17.11590296,2.006333333
24VINIF_15_#1,13.35417,109.2111,Winter season,South Central,423.08,70.31266905,7.862001047,3.039211303,25.66341645,0.114624978,0.028103345,1405.597704,402.2269183,9.38835225,22.19456511,0.547715362,0.144,0.092048026,12.09823988,790.9989053,489.2860312,346.2857015,84.49083116,,1.361050373,5.562225461,30042.8516,125.3018753,40.44413437,272.0637195,18517.92637,,4.65,15.61561562,2.318333333
24VINIF_16_#1,13.04167,109.3144,Winter season,South Central,423.08,76.84043207,8.801801273,3.366520834,26.25000782,0.148415439,0.044261151,1382.712018,448.1938696,9.712486931,24.03003643,0.610322716,0.102,0.002129727,69.61428777,710.513143,579.2083689,331.7096424,185.929839,,1.99514089,7.247457552,39239.85478,135.3622009,76.45739874,310.0531975,22094.92906,,3.83,13.0859375,3.77
24VINIF_17_#1,12.90333,109.3711,Winter season,South Central,423.08,86.25301987,6.089991972,4.391979949,25.35833064,0.089153098,0.028096074,1682.616519,345.2141015,7.796681012,23.80718836,,0.042,0.10104795,43.02230218,762.0573985,330.9244735,143.6242587,207.6604645,,1.840872195,10.16369553,66652.18534,160.1176845,266.8959646,232.4526214,12485.49227,,3.74,11.26985713,5.308333333
24VINIF_18_#1,12.62944,109.1831,Winter season,South Central,423.08,82.2067328,5.087870888,3.65169592,25.31260296,0.198733933,0.036174977,1604.705393,434.8366459,10.20034071,23.34908415,0.29719261,1.131,0.020105293,45.36380611,1512.147938,641.0262795,287.3504238,217.5569992,,4.329867019,3.430080854,18226.82653,89.96755485,98.22512243,87.27141172,11315.35158,,3.96,10.16949153,2.253333333
24VINIF_19_#1,12.57194,109.1728,Winter season,South Central,423.08,81.08206567,4.665747701,3.476761656,26.22585163,0.194732685,,1612.831688,478.8899525,9.047172867,25.739927,0.408451546,0.758,,38.8021671,2521.350122,738.644386,339.6488295,250.2808716,,1.893691356,2.562121864,12459.33571,95.71116232,46.4847983,51.82068561,7493.279303,,3.72,15.93203398,2.535
24VINIF_20_#1,12.43972,109.1139,Winter season,South Central,423.08,81.47510353,6.498505997,4.30912655,25.34056426,0.249441334,0.028232309,1635.459015,445.5356794,9.115938446,24.02225538,0.677241629,5.924,0.01110537,46.04934832,899.2445422,806.3062394,347.7637165,230.2074383,,7.845338673,3.898131763,36431.47976,93.80828259,114.4081474,373.6874698,14835.91481,,4.07,21.01898102,2.73
24VINIF_21_#1,12.28972,109.1569,Winter season,South Central,423.08,81.78105017,9.322036542,5.193121709,24.86207551,0.251065984,0.044436324,1405.059945,438.1907194,7.309798908,27.50216126,0.953621077,2.515,0.020105293,65.46591965,1050.82328,826.4284604,303.7007233,100.7537098,,14.20960662,5.461495354,56962.7249,197.8381202,153.6206671,301.0510687,27012.81293,,4.54,28.34866054,6.261666667
24VINIF_22_#1,12.20139,109.0706,Winter season,South Central,423.08,81.78105017,9.322036542,5.193121709,24.86207551,0.22016832,,1591.899058,383.7534287,10.7521221,21.35755514,1.095431085,1.976,0.002121634,39.65664415,1039.781927,537.4665899,350.6056075,141.5445854,,5.123701237,4.949821648,48477.89544,99.99067493,102.3948972,270.6215697,14147.80608,,4.29,11.59062885,2.578333333
24VINIF_23_#1,12.10583,109.1217,Winter season,South Central,423.08,81.79428867,9.342420977,4.408130157,24.50970297,0.201638024,0.020133946,1715.79228,431.2204472,12.1386478,22.9185946,1.865995621,2.191,0.049435675,32.47689715,1178.701494,615.3824082,424.675774,138.4191917,,2.448261958,2.87480993,24432.68228,182.9125938,128.9441816,180.3952822,7697.203628,,3.82,15.13697261,3.856666667
24VINIF_24_#1,11.75583,109.0697,Winter season,South Central,423.08,66.50771452,9.283231047,4.701276915,26.42405696,0.551656277,,1639.688169,478.0142174,9.926583231,26.09208262,1.83651868,0.474,,45.60324792,925.8535608,908.0219695,162.9855679,99.73615671,,1.181077771,3.102240361,15591.70413,65.86731454,72.16698197,326.4630323,5964.786559,,4.05,10.21183054,2.123333333
24VINIF_25_#1,11.66667,109.0244,Winter season,South Central,423.08,65.2272645,8.576085041,4.700033651,26.82012533,0.275180949,,1777.184155,492.9177881,10.0543022,26.93105504,1.470520812,2.775,,89.71800111,990.725491,1030.592274,270.1784171,133.2131412,,2.435441549,2.420025806,16771.95852,76.45062125,159.0018028,182.1485505,7506.115426,,4.86,15.38768985,4.81
24VINIF_26_#1,11.62583,108.9911,Winter season,South Central,423.08,65.2272645,8.576085041,4.700033651,26.82012533,0.36463953,,1674.22206,440.7373978,7.571242156,22.60107802,1.270335744,3.789,0.012789726,61.58547167,1005.587209,702.6958831,68.11962904,135.2685771,,1.85950907,1.53885119,17438.69837,86.96602177,160.8588106,100.8376229,6528.15724,,4.34,14.73557933,5.568333333
24VINIF_27_#1,11.54028,108.9403,Winter season,South Central,423.08,65.4877521,8.520123105,4.753299947,26.76616356,0.229923361,0.003929931,1733.688664,497.6726304,7.817907911,22.22845486,2.120392922,2.231,,65.93765788,1681.761646,1094.824141,307.9835257,125.1492455,,2.192702172,2.732688292,18525.92928,121.0037271,179.0804684,165.3385231,7986.790826,,4.05,13.52657005,3.575
24VINIF_28_#1,11.48778,108.9081,Winter season,South Central,423.08,64.87817248,9.772816557,4.573406687,26.45004826,0.218808753,,923.5743372,473.0327871,6.353888565,24.16069812,0.235068586,1.316,0.012781482,134.7322727,294.0750779,569.7318182,194.3506144,250.8335885,,2.702717162,3.613862908,19934.0173,82.54695504,65.01317306,230.9339106,10366.07536,,4.84,13.34459459,1.885
24VINIF_29_#1,11.00083,108.1181,Winter season,South Central,423.08,67.50564263,7.762435143,4.574222478,26.75781977,0.448721208,,1418.977146,495.1804348,6.958996112,21.90356832,,5.083,,115.6185571,583.8804128,1047.934322,117.6810284,120.03846,,3.500213521,2.590566655,12107.80046,56.98158633,83.91078835,103.4771194,5252.129743,,4.82,34.5971564,2.535
24VINIF_30_#1,11.09,108.1317,Winter season,South Central,423.08,67.50564263,7.762435143,4.574222478,26.75781977,0.323405832,,1997.21994,441.3708017,11.08841072,22.79733478,0.446354122,8.104,,119.1317985,1777.041731,787.5582795,218.5338882,172.4548996,,10.28889183,3.613862908,21737.77637,194.9025247,62.3816634,259.2009605,15835.87108,,4.71,16.91661668,2.409333333
24VINIF_31_#1,18.185833,106.260556,Summer season,North Central ,421.3875,71.57208722,5.326976389,3.920619967,25.11893685,0.292926501,0.023493076,1989.746564,404.0464897,13.2083023,55.51281021,1.50674383,1.67243483,0.013187404,90.88864752,1270.894578,676.0786498,278.977993,735.4745461,1.082827786,2.966043981,3.101091655,14374.79359,170.0935362,139.7081544,68.13982719,5156.706059,4.25,3.73,0.586666667,10.14
24VINIF_32_#1,18.221944,106.166389,Summer season,North Central ,421.3875,73.98655886,4.485466726,4.321260269,24.9804746,0.322005642,0.113008036,1872.033666,277.9131507,19.44202038,61.83826422,3.018381031,1.362334503,0.114293088,125.2573447,509.078402,168.2476614,473.2391292,418.3205144,1.216214691,3.827268962,6.233427376,20653.60066,89.89305821,96.30561322,208.0853184,9784.726987,5.21,3.74,7.535478713,6.396
24VINIF_33_#1,18.442296,105.793697,Summer season,North Central ,421.3875,76.69648891,4.325059979,4.38705922,24.84913261,0.266756383,0.024351527,2260.571861,329.2191228,13.62804993,23.15030995,2.026523779,1.488565931,0.078589492,144.7453492,1167.623996,395.3582173,416.6524018,277.8739612,1.442548716,9.860404063,6.297914126,29609.42224,275.3302035,186.6477202,108.6313155,17125.17424,19.37,4.45,14.87405038,6.916
24VINIF_34_#1,17.609686,106.52654,Summer season,North Central ,421.3875,75.49150034,5.049453722,4.158820377,24.77592076,0.339588152,0.000752712,1825.810084,266.2782488,11.15014733,27.45282095,0.625046779,0.742194438,,252.4507975,522.2287778,240.5584655,334.7475797,367.6137428,0.405135496,2.892840421,5.92066882,24229.8134,114.2808767,121.835871,53.96960321,9912.377797,8.85,3.76,9.218156369,4.628
24VINIF_35_#1,17.040186,107.03082,Summer season,North Central ,421.3875,71.07573882,5.732173986,4.422030004,25.57078628,0.127113905,0.024724316,1964.996945,347.5594537,13.64689655,5.421656709,3.023021262,0.587918448,,117.7478817,881.9994509,529.6559983,370.3795473,422.9873903,3.206876101,6.126390183,6.022421281,44096.51167,272.1210294,298.3302549,92.52464727,25875.9577,15.04,3.59,5.686032138,9.308
24VINIF_36_#1,16.998111,107.05383,Summer season,North Central ,421.3875,70.77839809,6.087482154,4.315276296,25.47385398,0.182867518,0.071130918,2379.892536,333.689681,21.35342916,18.22651337,1.439240719,0.376654451,0.025248312,92.81832789,906.3217723,130.9381633,379.7357277,190.8548696,0.413482215,3.988444681,6.016504281,31337.61737,144.3907231,154.1898853,94.34709779,13575.53718,14.23,4.09,16.39836016,6.292
24VINIF_37_#1,16.817865,107.12543,Summer season,North Central ,421.3875,70.37660148,5.431880059,4.401438645,25.67760249,0.247518242,0.002507364,2237.740233,353.359598,13.45310753,15.13490686,1.334047025,2.443475349,,131.5169599,1386.314031,267.2213745,228.9329977,478.0319871,0.581333392,8.149088031,9.444663632,50878.63012,296.9952193,273.3581997,90.68089582,23317.27875,20.61,3.78,21.91780822,8.632
24VINIF_38_#1,16.73785,107.20303,Summer season,North Central ,421.3875,71.47756605,5.457551829,4.698243515,26.13800779,0.27073017,,2244.996907,341.6977717,18.92718008,13.36580059,2.446426656,1.406974142,,135.0189698,1070.815321,253.5525053,328.5859999,337.0240927,1.071390305,3.121295099,5.074729013,29653.38853,207.0268201,276.8714345,103.5404419,10206.5648,13.86,3.79,5.451713396,8.58
24VINIF_39_#1,16.337874,107.76263,Summer season,North Central ,421.3875,79.14661472,5.07583756,5.692346602,25.82544518,0.14469103,0.054339653,1785.371404,324.0110797,7.864686726,13.04977373,1.833459067,0.935757797,,62.16643025,954.6693583,475.3735105,276.6556954,262.5948908,2.274146661,4.516771691,7.128235581,46590.48861,202.9713779,678.1144719,114.9013769,11933.1238,12.74,4.11,8.435852373,13.624
24VINIF_40_#1,16.269312,107.87677,Summer season,North Central ,421.3875,83.38087789,4.729389345,6.784015154,25.16463545,0.119600731,0.104885325,1842.174682,350.1971619,28.44941155,15.15216919,2.724360665,1.028594434,,110.1651568,832.3984009,593.8730076,1197.500288,432.6537251,1.79090445,7.313513529,9.739744449,61506.32179,366.9547097,366.3627348,201.0312199,24110.05715,20.07,3.81,8.346456693,8.164
24VINIF_41_#1,15.91104,108.25679,Summer season,South Central,421.3875,76.07505347,4.657555389,5.186097279,26.10148712,0.191769315,,1932.05282,311.1595652,22.03030962,14.04318106,3.512391721,2.163132808,,114.9756546,761.4442727,424.1988847,908.1280878,204.7525162,3.667399243,11.98215659,9.35532202,69734.10393,288.6135328,245.4172087,278.7079268,31497.49164,29.58,4.27,19.39418175,8.58
24VINIF_42_#1,15.888881,108.166693,Summer season,South Central,421.3875,74.88091716,4.582518197,4.995346517,25.90734532,0.154561423,,1844.471769,302.8450129,15.08651464,12.75112672,2.472504875,2.187058311,,115.0523159,506.2300841,160.0193432,416.0623958,356.9249263,1.595870068,11.77707763,9.604183256,73314.06812,202.7602715,642.5738926,223.5108481,29392.41358,24.51,3.91,6.753812636,8.84
24VINIF_43_#1,15.796422,108.3195,Summer season,South Central,421.3875,73.61271592,4.670843123,4.753297839,25.8027906,0.186798726,,2177.685771,259.9023874,24.75556022,30.08883671,2.470291923,0.478026732,,41.9536581,848.0716898,243.731482,638.1950319,161.1351594,1.147881421,0.813334788,2.636561546,14339.38481,138.4724775,373.2051843,116.6974646,5582.783485,3.40,3.97,7.835471277,2.86
24VINIF_44_#1,15.741518,108.36715,Summer season,South Central,421.3875,73.61271592,4.670843123,4.753297839,25.8027906,0.211913828,0.010793671,1657.739616,238.2457911,18.08992448,28.50952311,1.889394221,0.264869506,,46.56983515,1072.263849,230.0608267,560.8658785,142.8668301,0.794616361,0.753486352,1.851836744,17993.53441,93.68511408,295.786972,70.76664204,6076.282027,4.79,4,18.05458362,5.304
24VINIF_45_#1,15.649022,108.41647,Summer season,South Central,421.3875,74.58919801,4.723526418,4.695337011,26.0468412,0.250614244,0.136387863,1416.068612,248.8862049,26.90084581,27.01772921,2.498661179,1.670791761,0.280221425,42.71159602,303.4448214,314.4460687,897.8904331,178.9770933,1.099106852,2.277056445,1.589703652,16125.88944,34.66189537,399.7976925,273.5864731,10308.35881,10.70,4.06,8.088235294,2.808
24VINIF_46_#1,15.618908,108.48202,Summer season,South Central,421.3875,74.58919801,4.723526418,4.695337011,26.0468412,0.112315966,,1892.347385,254.4094077,24.43333366,14.2064279,2.855834623,0.433859146,,52.66471121,798.1721084,559.6128552,972.5556334,63.97376119,3.008744292,2.3808407,1.12074475,19814.81896,80.11631394,546.3586816,71.67331022,8286.979361,9.92,4.57,10.03584229,4.68
24VINIF_47_#1,16.551086,107.61759,Summer season,North Central ,421.3875,78.84970374,5.314153659,6.316585552,25.46104676,0.216287966,0.167634604,2411.334243,323.1115731,21.09110698,27.55620244,3.32902091,1.108614025,0.007002384,44.10703993,817.324691,475.6436362,537.9870103,171.6425906,2.516656709,12.6376944,8.339429999,41264.19882,253.1864455,672.8406417,223.9436201,26781.32892,19.03,3.79,8.368435852,8.58
24VINIF_48_#1,16.690086,107.39898,Summer season,North Central ,421.3875,75.04948086,5.063717556,5.629081343,25.78195497,0.088558819,,1937.440718,315.786079,22.79079259,10.68743954,1.961504802,0.230483928,,66.11656202,886.0522817,307.0451361,555.2033139,97.97301561,1.32829993,0.866748909,2.694316853,9309.275411,115.7590414,538.0454742,25.72870307,2055.180523,4.83,4.31,8.139534884,9.776
24VINIF_49_#1,17.02845,107.03518,Summer season,North Central ,421.3875,71.07573882,5.732173986,4.422030004,25.57078628,0.143240417,,1998.346302,317.1889329,12.38980527,10.17025706,1.25309085,1.398488598,0.061608819,201.0245537,874.026624,386.9554107,269.7000445,917.4546779,0.986571252,8.022566702,8.278079519,40030.25677,217.5000161,656.5285831,71.19439001,28875.38521,12.85,3.71,7.770700637,4.42
24VINIF_50_#1,17.558086,106.54263,Summer season,North Central ,421.3875,74.69012165,6.258214125,4.20956268,24.5910938,0.07530265,,1850.152208,260.1390386,15.63251284,13.53454308,0.583636101,0.337575587,,125.1732022,851.8416228,260.8680164,406.4508878,341.0326429,0.529198927,4.027747464,17.81440614,48252.76922,270.1080478,513.3599536,132.914594,20892.85722,16.95,3.87,11.19873817,5.876
24VINIF_51_#1,18.165274,106.28257,Summer season,North Central ,421.3875,71.57208722,5.326976389,3.920619967,25.11893685,0.785056228,0.612051104,1568.747475,241.4230402,26.75235114,75.07188801,2.724578404,0.578883294,,43.44095067,364.6315755,483.529682,764.4818061,225.0882893,1.689693654,8.2688468,9.851811067,55030.53988,190.8889367,675.0876664,195.8816013,21122.85942,10.63,3.59,21.19788021,7.488
24VINIF_52_#1,18.378783,105.95463,Summer season,North Central ,421.3875,76.45469672,4.376480824,4.560725127,24.79216101,0.79342875,0.308744903,1618.263715,290.2616577,12.69188566,22.72386576,1.000593927,,,,,,,,,3.221969722,2.108551621,11796.49149,47.44429481,488.6578866,35.74818031,5405.551666,3.15,4.01,5.084745763,3.9
24VINIF_53_#1,19.158712,105.63965,Summer season,North Central ,421.3875,80.21695103,5.885592875,3.784618391,24.30343448,0.274596495,0.057070753,1825.300994,229.1802371,19.1444264,18.74335928,1.294069059,0.847360558,,79.73298755,881.8170262,268.052813,719.4136452,101.0974689,1.122438621,7.506040933,5.828992252,34105.78626,238.6280092,461.7826503,692.3399469,19482.49877,8.09,4.48,10.15228426,6.448
24VINIF_54_#1,19.179551,105.66854,Summer season,North Central ,421.3875,80.21695103,5.885592875,3.784618391,24.30343448,0.280671797,,2005.165618,268.8803851,21.36292313,120.9193219,2.923971801,0.523113773,0.033026692,733.4071533,631.9860319,390.6053903,885.5403191,397.4280212,2.185796736,11.42601177,8.865912387,57678.49754,227.3722654,426.4107772,1117.090703,32901.27582,11.89,5.83,33.38,4.472
24VINIF_55_#1,19.359159,105.7061,Summer season,North Central ,421.3875,81.87357439,7.259680827,3.899880859,24.24426206,0.240662231,0.056121745,1440.444683,249.2802082,13.80170424,19.75915022,0.504112134,1.002425339,,95.06956607,724.6649938,306.8362357,370.5804679,136.6100421,0.249157065,6.204842155,4.631310871,32434.08024,102.6681901,439.238618,139.6073689,15308.57465,6.99,5.01,12.41900648,5.044
24VINIF_56_#1,10.76916,105.35875,Summer season,South,417.5325,80.28557281,6.658559545,4.502936873,27.33455787,0.081317587,,677.3244884,160.6381793,8.276603279,,1.168230247,0.511088592,0.084101916,298.2482038,395.0696631,200.2980406,276.4152407,362.0913632,1.390358714,6.647392056,6.622534926,40322.38542,203.4971797,220.4255549,67.60521387,44359.91697,18.33,4.3,5.27256479,12.896
24VINIF_57_#1,10.65651,105.39851,Summer season,South,417.5325,80.6688929,6.184638219,4.47334423,27.38395747,0.089448459,,656.1391249,168.0914511,6.557235062,,1.035298057,0.511902644,,194.725805,319.3004575,185.2224486,172.6006511,281.3119095,1.080345955,8.857237915,7.791833198,39861.00211,192.7792461,130.1859283,157.4632106,43852.46304,18.19,4.15,8.933454877,11.336
24VINIF_58_#1,10.62356,105.41257,Summer season,South,417.5325,80.6688929,6.184638219,4.47334423,27.38395747,0.008832511,,609.9032528,160.3652427,6.536992319,2.158591856,0.973807535,0.456651372,,200.4416196,269.4130289,96.46014089,200.2842952,233.5014408,0.89638192,7.111739829,5.989053068,45412.38312,234.835382,241.6052299,48.86232562,49959.04619,19.27,4.16,8.585858586,14.092
24VINIF_59_#1,10.65714,105.78298,Summer season,South,417.5325,80.6688929,6.184638219,4.47334423,27.38395747,0.134497837,,722.8673897,119.9646725,10.01819298,0.184096533,1.196778394,0.528311635,0.133639669,191.4199751,276.2819558,176.1065739,170.1566746,243.4621248,0.688769885,7.0601604,7.926910615,44830.0505,235.1747473,557.3238815,5.885541636,49318.44099,14.23,3.83,9.071038251,20.41
24VINIF_62_#1,10.71194,105.53962,Summer season,South,417.5325,80.28557281,6.658559545,4.502936873,27.33455787,0.073572889,,606.3945461,152.6511699,6.829895842,0.273754589,1.23074838,0.40900298,0.045431769,230.8753017,296.8538169,143.0823532,254.7186462,307.4394393,0.98491541,5.846803814,9.035911712,35635.28482,295.2149369,531.1943695,0.419965092,39204.13215,12.86,4.17,9.195402299,13.26
23VINIF_1_#2,10.105651,105.894707,Winter season,South,418.945,83.14692891,6.311757255,4.598695314,27.20639121,0.204619636,0.309364942,2821.631775,1122.318904,29.69067369,28.19016742,10.16667385,0.81964447,0.137762977,632.0888186,1123.630039,2094.983886,883.9506975,440.1394642,3.21069478,8.21,5.51,72842.91,289.63,1363.89,75.5,15721.46,17.26,4.2,33.64990503,15.34
23VINIF_2_#2,10.071678,105.927982,Winter season,South,418.945,83.31516631,6.0521655,4.608869553,27.20406756,0.195723652,0.110478957,3118.563791,1127.787102,25.51699043,31.16004361,2.471779698,0.87621816,,226.6425742,1104.13213,1769.585309,853.7335335,245.1441355,2.071749786,7.52,0.43,65833.22,271.88,1751.48,82.71,14081.78,27.57,4.52,26.08956417,15.34
