Lattitude,Longitude,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.SOM,Soil.Clay,Humidity,Potential.Evaporation,Rainfall,Temperature,CO2_average
20.3708,106.4486,1,0.191621746,3762.109418,1059.45151,16.60896388,10.17021455,0.578491287,2.088123107,137.0050986,1260.983351,1248.13054,471.1802075,154.2758364,11.98,69640.12,414.31,1302.71,250.26,33948.62,4.3,7.605,19.21423573,77.845825,0.00658,0.0032175,28.83842,415.205
20.3528,106.3297,1,0.150368973,3835.32605,1367.577359,26.93564535,9.903544712,1.618102249,6.699186627,624.8774805,1996.140108,1045.855234,1020.011449,470.5504083,15.94,104954.87,275.19,934.19,344.18,41906.55,4.88,7.02,25.26989204,76.86491,0.0063975,0.0033175,28.774515,415.205
20.2375,106.3342,1,0.251676134,3896.437938,1034.461816,27.45693719,13.50836392,0.482716733,6.584156576,391.6868792,1928.197031,1124.870118,276.7384972,498.212161,14.18,102751.01,645.87,976.13,347.22,41796.74,4.14,7.41,23.54822589,81.1158075,0.0071,0.0068325,28.84804,415.205
21.3906,106.113,0,0.182716604,3280.455696,721.4648774,13.73482311,5.15930727,0.91274746,3.39677339,164.5017964,1963.981596,1310.466955,377.2118216,344.3117671,1.98,23986.73,399.52,587.65,52.81,8164.38,4.59,6.825,7.097161136,79.09666,0.003715,0.002,23.5187575,420.16
21.4441,106.1117,0,0.154044039,3419.229854,970.3988483,19.24590655,3.329003668,1.626870314,2.049568918,402.3006976,1995.45077,1763.828639,1150.002865,1060.725183,2.98,22662.41,235.26,614.22,88.66,15345.65,4.23,5.655,10.67893211,79.09666,0.003715,0.002,23.5187575,420.16
21.3416,106.3348,0,0.251175164,3768.892002,906.5547584,19.57483006,1.79639007,2.86127066,4.54975613,248.1828332,1976.954682,1479.288541,722.6766441,578.2650427,2.51,15255.48,251.83,573.72,39.75,11813.46,4.65,2.925,8.696521391,79.2615525,0.003785,0.002,23.58175,420.16
21.0033,106.8716,0,0.118019554,2811.954611,917.9683618,19.1990499,0.868034863,0.433830437,2.249402042,95.19535214,624.0477962,1609.319652,698.2002993,197.5531783,5.66,32651.01,152.69,517.11,38.85,6609.43,4.23,6.24,12.65367316,78.84429,0.00346,0.00105,23.4515125,420.16
20.9107,106.8001,0,0.165953173,3448.730237,802.4528597,19.35419241,9.992519564,2.185192994,1.828167863,269.9893604,1128.413265,1580.452742,1040.325209,387.6705953,11.31,66478.11,301.62,693.3,129.19,31280.39,4.53,7.215,21.55568886,78.84429,0.00346,0.00105,23.4515125,420.16
21.1465,107.3599,0,0.064262887,3061.769133,610.6779872,22.87586979,6.431053125,1.601488267,0.480111426,132.6806114,1335.466178,1079.111184,604.6073714,326.7465856,3.21,67591.68,346.41,816.62,57.16,19190.01,3.75,9.165,22.08674795,82.40721,0.00938,0.001,22.385495,420.16
21.3145,107.3665,0,0.229563845,3816.388745,935.1560531,18.98554353,6.372139151,0.603479918,1.330244735,724.5598826,1212.261774,1191.760781,346.8420045,655.3877243,4.83,69001.83,218.57,612.7,169.31,29741.59,3.77,6.24,18.45815418,81.622945,0.00885,0.0010925,22.272775,420.16
21.3264,107.4893,0,0.147124637,3336.633911,712.229866,21.70816945,59.72136459,0.670371843,0.907507431,132.9325399,1160.793774,1030.535692,412.4780568,733.252634,2.69,28468.81,140.61,537.18,118.2,11105.9,3.9,6.825,13.59592122,82.729065,0.0081475,0.001305,21.73946,420.16
21.3292,107.6081,0,0.11262578,3271.931518,736.4747089,22.50238864,20.3437132,1.84997318,1.11730393,247.7065598,1360.087468,1199.504388,389.171529,255.8158538,2.44,26572.77,328.69,771.59,110.58,6599.17,4.79,12.09,9.096361455,83.164305,0.0068675,0.0013175,21.9328975,420.16
21.4706,107.764,0,0.176952716,3510.543151,1094.666032,10.10884724,23.47746317,0.339314134,2.691008,507.9954121,1992.239422,1468.462377,77.54834246,538.3250854,2.95,26938.4,311.1,516.6,141.34,8803.64,4.16,8.502,9.73805239,83.129745,0.0037025,0.0012725,21.767415,420.16
14.4834,109.0335,1,0.638905427,3897.731616,2075.095735,50.59626164,33.04077578,2.685582495,1.707752507,331.8646025,2020.712887,1987.42273,1058.087429,1121.727648,7.46,127420.15,493.29,1069.15,471.73,57983.63,4.17,8.502,24.33756624,83.623555,0.005785,0.002,27.933835,418.705
14.1971,109.048,1,0.652984895,3874.621981,2168.011496,30.29465018,40.02719423,2.278493575,0.873401865,162.9521393,1894.940569,1981.214781,556.1118127,531.7698359,3.08,61657.95,218.52,736.97,434.88,31595.82,4.65,4.914,18.33633273,77.61374,0.006525,0.002,28.3167525,418.705
10.5168,107.3925,1,0.445983052,3177.856405,1824.777899,25.44980044,34.17745276,2.838527235,0.871353489,196.3217103,1424.751791,1789.061334,652.4480199,388.963651,6.58,132117.97,448.02,758.54,607.97,59390.88,4.29,10.53,31.87362527,83.9230625,0.0051175,0.004575,27.74698,418.705
10.4876,107.239,1,0.33033058,2689.454942,1628.814903,21.70156857,35.72688906,2.73618086,0.585580019,235.1020882,1007.455349,1593.34266,789.9469973,478.0593662,4.17,61167.2,606.78,662.57,833.01,87974.81,4.41,7.67,55.20343897,82.722385,0.00974,0.0048125,27.643375,418.705
11.0902,108.1314,1,0.796994958,3342.297659,1741.464708,30.40869442,27.47114133,2.078472621,11.94368652,497.5127726,1873.282157,3823.909327,680.0413288,922.5801783,30.47,46630.64,209.86,523.18,303.24,28660.61,4.37,5.59,16.91661668,80.7659775,0.005355,0.004,27.2596475,418.705
11.257,108.5341,1,0.702940291,2985.041502,1587.717989,26.85107538,29.83737465,0.975024098,5.856698464,435.6672158,806.9805034,3517.006161,1155.913738,544.3426435,15.15,49629.37,152.28,458.11,485.02,22109.37,5.54,4.16,13.85168899,79.606885,0.008395,0.003,27.2782825,418.705
11.5043,108.9158,1,0.577409737,3864.138116,1797.91875,31.04393582,36.16326656,3.330847851,2.225382857,183.3866413,1480.499431,3664.170365,880.9763121,431.9687202,7.06,45139.39,387.57,547.99,404.76,19850.19,5.74,4.55,16.07678464,79.2314875,0.005595,0.002,27.94082,418.705
11.6255,108.9916,1,0.794072661,3258.00655,1673.62799,24.84266326,32.12220326,0.906099351,7.944592838,383.2551949,1560.901266,3240.494508,443.2078584,1572.008312,7.36,38556.65,156.18,569.32,131.22,11979.26,4.1,9.36,14.73557933,78.6685675,0.0053175,0.002,28.3206,418.705
11.6668,109.0249,1,0.909081395,3604.405627,1897.35877,18.38803257,36.43017251,0.487295857,4.059890042,103.0886149,1458.947512,2854.056227,206.5906438,287.9510442,6.08,34007.92,136.38,890.63,174.32,11618.52,4.4,11.7,15.38768985,78.6664025,0.0107625,0.003,27.403255,418.705
11.7571,109.0706,1,0.595196779,2626.610413,1756.983968,28.53626598,33.68555472,0.826865609,0.50918877,140.8015739,1120.033542,2471.591262,684.365202,550.4952167,2.79,31063.84,88.87,430.88,367.77,9233.12,3.95,4.29,10.21183054,80.0206475,0.012955,0.002,27.60479,418.705
12.1055,109.1184,1,0.600469875,3353.757145,1605.433243,26.86115831,38.90226783,2.738430912,2.44456455,201.8015526,1969.58241,2575.441572,686.7083438,409.8011575,5.97,51435.14,159.54,507.38,125.07,10354.38,3.86,4.81,15.13697261,82.7407975,0.0101325,0.003,27.5813925,418.705
12.2897,109.1567,1,0.513709859,3292.416917,1685.412685,30.01015389,31.99558524,2.736576686,2.723837351,90.74459257,1183.432502,1868.298414,927.542481,209.1205982,27.86,106339.55,318.86,1148.24,450.38,40524.16,4.27,7.15,28.34866054,76.8187375,0.01222,0.002965,27.8743825,418.705
12.4405,109.1127,1,0.74402115,3821.483819,1813.181929,26.72979701,36.84244187,1.60610399,6.050767687,419.9291771,1519.09345,3011.999,945.336373,589.4589409,11.95,57531.36,122.79,779.1,403.49,18412.86,4.33,9.23,21.01898102,81.761595,0.006395,0.003,27.6312225,418.705
12.5721,109.1728,1,0.497333151,3104.269189,1589.801346,31.59090468,45.16692938,2.253840006,2.714054131,182.6741792,1734.577073,2201.573906,1132.014199,772.6844751,4.87,29501.94,105.27,574.8,91.84,14494.34,3.58,5.07,15.93203398,76.3285825,0.0071025,0.00253,28.517885,418.705
12.7685,109.2903,1,0.415451121,3915.909556,1588.946792,22.51953312,64.40547616,1.024092248,0.535071356,172.8989512,1136.034669,1935.140374,664.6955778,566.9121007,1.48,21266.88,116.23,279.08,221.29,9913.78,3.7,6.37,10.65254322,80.5975375,0.0056575,0.0030225,25.845445,418.705
12.9043,109.3706,1,0.355813309,2872.841097,1612.802576,32.85714575,40.90832111,1.968773985,0.74883365,5639.460053,718.5373573,1857.571122,702.2866661,339.2714861,2.39,47702.55,144.33,484.51,156.25,9084.29,5.94,7.28,11.26985713,80.20404,0.0058675,0.0012625,27.9016275,418.705
13.3327,109.2527,1,0.457907376,3362.361648,1680.820758,23.94691637,48.00157288,1.162011368,0.77164002,74.51820306,1241.413434,2463.423581,342.324758,593.3385704,1.95,34419.37,129.25,504.8,144.36,8471.41,4.04,7.28,14.97101739,74.264245,0.0063025,0.001535,28.63658,418.705
13.5778,109.2472,1,1.171765615,3317.233927,1738.218865,19.11376158,42.74614929,3.199799264,7.834445552,60.81954845,2232.479485,3131.446877,234.2394535,401.4984496,2.79,17159.89,77.09,354.3,54.36,3651.86,4.13,3.77,12.25264841,82.294765,0.0052575,0.002,27.7141675,418.705
14.1265,109.152,1,0.509144408,3791.675233,2091.606093,22.33875981,37.81192407,3.242389737,1.68667192,663.3072017,2393.747078,3780.525387,430.6038462,769.9489664,3.2,55031.18,306.69,1099.16,172.15,15224.18,4.27,10.66,18.8886668,78.829115,0.007115,0.001,28.9890175,418.705
14.0796,109.0631,1,0.511226875,3393.002447,1647.911887,38.58943445,34.91715226,0.918603178,0.840345619,175.3414777,1710.306,2108.098854,1371.693289,563.7817862,1.45,44588.02,124.95,421.12,208.95,11821.06,4.26,7.28,16.69332267,78.0326125,0.00699,0.002,28.77573,418.705
14.3813,109.023,1,0.433023156,3015.919686,1519.124345,25.80305957,61.27210902,1.920256047,0.794185522,91.21492078,1976.20829,1985.565002,556.8875092,790.4398938,2.34,28665.05,168.53,409.83,148.16,33275.64,4.08,7.15,15.80261712,81.7960225,0.0062675,0.002,28.367085,418.705
14.5508,109.0491,1,0.422464726,3384.264932,1739.67248,30.26986297,47.20520061,3.668659826,0.930369469,153.8305997,1635.942186,2287.615003,585.4647916,551.4880263,5.91,113633.65,394.55,1073.99,268.34,57034.92,3.94,10.27,34.45655434,84.3910325,0.005615,0.002,27.64824,418.705
14.7204,109.0344,1,0.378472786,3606.60388,1884.059999,29.19061092,36.64335678,0.655716581,0.810194428,282.9620995,1287.623517,1971.08053,710.2550511,760.2521928,2.2,39923.37,159.41,304.65,253.3,17986.99,4.76,5.98,16.03038177,84.18979,0.0059275,0.002,27.8963625,418.705
14.835,108.9563,1,0.406319988,2858.972216,1495.513463,21.60376408,45.30380074,2.326707044,0.892392206,168.9836738,1070.089715,1985.727566,388.7981141,435.8895244,4.02,63147.99,226.73,436.55,239.19,17088.6,4.15,8.06,14.66679988,76.9644775,0.006005,0.0020825,28.38805,418.705
14.9791,108.8859,1,0.511224821,3560.02683,1710.784032,29.87890636,38.89818648,2.671868938,0.824308538,180.7434828,1460.386954,1971.439825,769.1762497,602.7598853,3.75,63994.12,216.62,361.88,329.39,30866.01,4.19,5.46,20.12,81.440955,0.005815,0.002,29.503285,418.705
15.2823,108.7737,1,0.538397601,3519.847828,1863.64707,20.70170269,46.21991246,0.749905595,1.098919819,216.2079797,2254.289774,2658.799451,337.5826671,917.824146,1.42,14160.96,66.03,236.67,33.02,3410.18,3.96,5.98,7.654641751,80.6712375,0.00547,0.002,29.9032225,418.705
15.9717,108.1675,1,0.620530607,3360.506235,2051.328883,28.2067281,39.63611136,0.579416833,4.754990486,116.3556943,2320.862557,2522.250248,466.2538386,733.3658342,11.59,76949.28,247.57,466.85,304.84,33425.84,3.76,7.15,26.43884892,84.92068,0.00567,0.002,29.30155,418.705
15.1458,108.7814,0,0.319425174,1695.659635,450.7730603,8.445384409,27.54600528,1.370973771,0.634,34.45095549,997.0458054,431.6326813,139.1256847,129.67144,4.110085428,59630.15801,260.2733877,154.5150494,301.9312051,25557.68312,3.99,4.116666667,53.17124736,85.0323725,0.004245,0.0027125,30.201135,423.08
14.98,108.8858,0,0.29257013,1077.252349,448.8090664,10.96673074,22.70157158,4.359389807,0.108,48.88832186,390.5207061,486.0451032,376.2883836,117.0951701,1.522085,37316.28924,147.4969302,123.6738263,298.4614155,19108.05253,4.25,2.686666667,20.12,85.36453,0.00407,0.002595,24.1939875,423.08
14.8914,108.9422,0,0.196887506,1750.252787,430.914104,6.980848682,23.3865116,5.247750651,0.689,24.34909262,1230.235766,682.9051525,105.0644127,193.850166,1.625324193,23014.32808,211.4353479,278.5098893,119.158455,6977.132256,3.92,5.915,16.39344262,85.2168925,0.0043125,0.0028175,29.72848,423.08
14.8342,108.9578,0,0.144049204,1666.594063,451.8210478,7.636705118,21.33001643,5.301923009,0.123,30.81253262,971.6021029,555.038094,244.6999133,194.61837,1.805576561,41489.62604,155.9684016,163.7419067,274.0612421,16706.72514,3.89,3.176333333,14.66679988,85.248995,0.00447,0.0031125,24.0629375,423.08
14.7636,109.0083,0,0.262583318,1784.84261,446.250424,6.691566286,23.91957384,0.109002626,0.048,36.75420261,1261.535152,670.3932449,116.7664312,131.2402336,0.369560809,12142.66679,70.89651451,169.1196128,92.42829595,3593.794623,4.1,2.491666667,12.28070175,85.430475,0.0047475,0.0028075,24.187865,423.08
14.5503,109.0494,0,0.226248148,1676.709799,433.9601272,8.275326691,24.39425775,1.090468704,0.091,54.33964502,1158.306036,767.3202991,187.4661486,152.4818679,2.699474111,51246.23417,391.1780854,268.1312022,221.5386276,30763.92747,4.1,4.506666667,34.45655434,85.9730225,0.0045375,0.002605,28.3915625,423.08
14.4833,109.0336,0,0.186522253,1423.570818,367.6492632,9.100475673,21.36489921,0.924263855,0.082,61.32954072,978.3579161,431.0456501,356.4898509,203.3629299,2.572140301,58004.44823,325.9681138,122.9294443,328.3120376,37134.1642,4.04,4.225,24.33756624,86.10937,0.004575,0.002615,28.6713525,423.08
14.3814,109.0228,0,0.195506341,1498.462831,396.1543607,7.47002488,26.06323597,0.512779707,0.084,44.5296467,1014.457828,460.7206287,251.9460244,329.8690313,0.763618828,17339.82418,122.3225126,124.5888721,132.2242828,12552.97394,4.16,3.575,15.80261712,85.6722625,0.0047975,0.002325,29.08932,423.08
14.2953,109.0739,0,0.167180334,1525.454482,402.1877182,14.65454758,22.4327309,1.439778675,0.02,30.73115044,930.7367195,523.3519165,783.5521966,192.9608306,1.24346695,42550.90174,175.7347675,65.44701375,467.5917426,31683.42197,3.94,2.773333333,16.84549356,84.4707575,0.0047425,0.00196,24.1202975,423.08
14.1969,109.0475,0,0.162636436,1432.296198,373.8611355,7.377664694,23.32038027,0.945478468,0.103,63.66107104,1273.422021,495.0722536,241.4088339,267.788247,0.866627141,27362.98545,162.3991895,156.8854884,335.0815035,18320.85022,4.68,2.578333333,18.33633273,83.09363,0.00483,0.0013475,29.0893225,423.08
14.0792,109.0633,0,0.133183392,1485.8037,398.3121719,10.63022613,22.35681944,0.92383163,0.091,66.8086564,804.2545317,492.1530205,553.8881618,292.6365435,0.549151905,26187.47946,122.6663146,132.8342974,181.169967,8305.302213,4.09,4.095,16.69332267,83.81638,0.0048725,0.001515,29.561485,423.08
13.5767,109.2478,0,0.148226731,1593.044736,434.7830714,5.789750804,24.04553856,1.824155883,0.064,26.78030332,782.9716982,934.3388001,58.35655919,107.6867697,0.254641144,2830.351232,39.5675755,88.83698607,39.22669642,841.4416803,4.15,6.175,12.25264841,84.741855,0.0040675,0.0019325,28.33883,423.08
13.4622,109.2117,0,0.122028557,1614.959364,420.7319419,8.081740645,23.43723474,0.365206291,0.078,38.53737425,1082.766463,715.7401106,264.127413,127.3600358,0.985273609,33907.59857,111.5254522,387.4971452,141.5811375,7053.870515,3.74,4.441666667,10.99337748,83.93991,0.00458,0.0016425,28.6698875,423.08
13.3542,109.2111,0,0.114624978,1405.597704,402.2269183,9.38835225,22.19456511,0.547715362,0.144,12.09823988,790.9989053,489.2860312,346.2857015,84.49083116,1.361050373,30042.8516,125.3018753,40.44413437,272.0637195,18517.92637,4.65,2.318333333,15.61561562,82.0147075,0.004825,0.0011475,24.3151175,423.08
13.0417,109.3144,0,0.148415439,1382.712018,448.1938696,9.712486931,24.03003643,0.610322716,0.102,69.61428777,710.513143,579.2083689,331.7096424,185.929839,1.99514089,39239.85478,135.3622009,76.45739874,310.0531975,22094.92906,3.83,3.77,13.0859375,85.438435,0.00507,0.0023725,24.522655,423.08
12.6294,109.1831,0,0.198733933,1604.705393,434.8366459,10.20034071,23.34908415,0.29719261,1.131,45.36380611,1512.147938,641.0262795,287.3504238,217.5569992,4.329867019,18226.82653,89.96755485,98.22512243,87.27141172,11315.35158,3.96,2.253333333,10.16949153,82.9872675,0.0056125,0.0013225,24.76653,423.08
12.5719,109.1728,0,0.194732685,1612.831688,478.8899525,9.047172867,25.739927,0.408451546,0.758,38.8021671,2521.350122,738.644386,339.6488295,250.2808716,1.893691356,12459.33571,95.71116232,46.4847983,51.82068561,7493.279303,3.72,2.535,15.93203398,82.9872675,0.0056125,0.0013225,24.76653,423.08
12.4397,109.1139,0,0.249441334,1635.459015,445.5356794,9.115938446,24.02225538,0.677241629,5.924,46.04934832,899.2445422,806.3062394,347.7637165,230.2074383,7.845338673,36431.47976,93.80828259,114.4081474,373.6874698,14835.91481,4.07,2.73,21.01898102,80.9350225,0.0053275,0.0009675,28.2514275,423.08
12.2897,109.1569,0,0.251065984,1405.059945,438.1907194,7.309798908,27.50216126,0.953621077,2.515,65.46591965,1050.82328,826.4284604,303.7007233,100.7537098,14.20960662,56962.7249,197.8381202,153.6206671,301.0510687,27012.81293,4.54,6.261666667,28.34866054,81.650215,0.01045,0.0011825,24.3920425,423.08
12.2014,109.0706,0,0.22016832,1591.899058,383.7534287,10.7521221,21.35755514,1.095431085,1.976,39.65664415,1039.781927,537.4665899,350.6056075,141.5445854,5.123701237,48477.89544,99.99067493,102.3948972,270.6215697,14147.80608,4.29,2.578333333,11.59062885,81.8315975,0.0119925,0.00133,24.185655,423.08
12.1058,109.1217,0,0.201638024,1715.79228,431.2204472,12.1386478,22.9185946,1.865995621,2.191,32.47689715,1178.701494,615.3824082,424.675774,138.4191917,2.448261958,24432.68228,182.9125938,128.9441816,180.3952822,7697.203628,3.82,3.856666667,15.13697261,81.928985,0.008895,0.001305,28.0605125,423.08
11.7558,109.0697,0,0.551656277,1639.688169,478.0142174,9.926583231,26.09208262,1.83651868,0.474,45.60324792,925.8535608,908.0219695,162.9855679,99.73615671,1.181077771,15591.70413,65.86731454,72.16698197,326.4630323,5964.786559,4.05,2.123333333,10.21183054,79.5493825,0.01278,0.000865,24.3399675,423.08
11.6667,109.0244,0,0.275180949,1777.184155,492.9177881,10.0543022,26.93105504,1.470520812,2.775,89.71800111,990.725491,1030.592274,270.1784171,133.2131412,2.435441549,16771.95852,76.45062125,159.0018028,182.1485505,7506.115426,4.86,4.81,15.38768985,75.255285,0.0116375,0.0004625,24.533815,423.08
11.6258,108.9911,0,0.36463953,1674.22206,440.7373978,7.571242156,22.60107802,1.270335744,3.789,61.58547167,1005.587209,702.6958831,68.11962904,135.2685771,1.85950907,17438.69837,86.96602177,160.8588106,100.8376229,6528.15724,4.34,5.568333333,14.73557933,74.409985,0.005685,0.000325,25.5065225,423.08
11.5403,108.9403,0,0.229923361,1733.688664,497.6726304,7.817907911,22.22845486,2.120392922,2.231,65.93765788,1681.761646,1094.824141,307.9835257,125.1492455,2.192702172,18525.92928,121.0037271,179.0804684,165.3385231,7986.790826,4.05,3.575,13.52657005,72.4124525,0.0062825,0.00023,25.46984,423.08
11.4878,108.9081,0,0.218808753,923.5743372,473.0327871,6.353888565,24.16069812,0.235068586,1.316,134.7322727,294.0750779,569.7318182,194.3506144,250.8335885,2.702717162,19934.0173,82.54695504,65.01317306,230.9339106,10366.07536,4.84,1.885,13.34459459,72.4124525,0.0062825,0.00023,25.46984,423.08
11.09,108.1317,0,0.323405832,1997.21994,441.3708017,11.08841072,22.79733478,0.446354122,8.104,119.1317985,1777.041731,787.5582795,218.5338882,172.4548996,10.28889183,21737.77637,194.9025247,62.3816634,259.2009605,15835.87108,4.71,2.409333333,16.91661668,65.5401075,0.007,0.0001075,26.6129075,423.08
18.1858,106.2606,1,0.292926501,1989.746564,404.0464897,13.2083023,55.51281021,1.50674383,1.67243483,90.88864752,1270.894578,676.0786498,278.977993,735.4745461,2.966043981,14374.79359,170.0935362,139.7081544,68.13982719,5156.706059,3.73,10.14,0.586666667,71.5153425,0.0084875,0.003095,22.7582475,421.3875
18.2219,106.1664,1,0.322005642,1872.033666,277.9131507,19.44202038,61.83826422,3.018381031,1.362334503,125.2573447,509.078402,168.2476614,473.2391292,418.3205144,3.827268962,20653.60066,89.89305821,96.30561322,208.0853184,9784.726987,3.74,6.396,7.535478713,71.5153425,0.0084875,0.003,30.11129,421.3875
18.4423,105.7937,1,0.266756383,2260.571861,329.2191228,13.62804993,23.15030995,2.026523779,1.488565931,144.7453492,1167.623996,395.3582173,416.6524018,277.8739612,9.860404063,29609.42224,275.3302035,186.6477202,108.6313155,17125.17424,4.45,6.916,14.87405038,75.11564,0.0067525,0.004,29.394005,421.3875
17.6097,106.5265,1,0.339588152,1825.810084,266.2782488,11.15014733,27.45282095,0.625046779,0.742194438,252.4507975,522.2287778,240.5584655,334.7475797,367.6137428,2.892840421,24229.8134,114.2808767,121.835871,53.96960321,9912.377797,3.76,4.628,9.218156369,74.2194475,0.0084625,0.003,29.26559,421.3875
17.0402,107.0308,1,0.127113905,1964.996945,347.5594537,13.64689655,5.421656709,3.023021262,0.587918448,117.7478817,881.9994509,529.6559983,370.3795473,422.9873903,6.126390183,44096.51167,272.1210294,298.3302549,92.52464727,25875.9577,3.59,9.308,5.686032138,69.2444475,0.0099975,0.003,29.9438125,421.3875
16.9981,107.0538,1,0.182867518,2379.892536,333.689681,21.35342916,18.22651337,1.439240719,0.376654451,92.81832789,906.3217723,130.9381633,379.7357277,190.8548696,3.988444681,31337.61737,144.3907231,154.1898853,94.34709779,13575.53718,4.09,6.292,16.39836016,69.2122675,0.00995,0.002,30.2528925,421.3875
16.8179,107.1254,1,0.247518242,2237.740233,353.359598,13.45310753,15.13490686,1.334047025,2.443475349,131.5169599,1386.314031,267.2213745,228.9329977,478.0319871,8.149088031,50878.63012,296.9952193,273.3581997,90.68089582,23317.27875,3.78,8.632,21.91780822,67.834855,0.009235,0.003,30.1679325,421.3875
16.7379,107.203,1,0.27073017,2244.996907,341.6977717,18.92718008,13.36580059,2.446426656,1.406974142,135.0189698,1070.815321,253.5525053,328.5859999,337.0240927,3.121295099,29653.38853,207.0268201,276.8714345,103.5404419,10206.5648,3.79,8.58,5.451713396,69.7997975,0.00883,0.004,30.36764,421.3875
16.337874,107.76263,1,0.14469103,1785.371404,324.0110797,7.864686726,13.04977373,1.833459067,0.935757797,62.16643025,954.6693583,475.3735105,276.6556954,262.5948908,4.516771691,46590.48861,202.9713779,678.1144719,114.9013769,11933.1238,4.11,13.624,8.435852373,79.1466175,0.0072375,0.006,28.9589475,421.3875
16.269312,107.87677,1,0.119600731,1842.174682,350.1971619,28.44941155,15.15216919,2.724360665,1.028594434,110.1651568,832.3984009,593.8730076,1197.500288,432.6537251,7.313513529,61506.32179,366.9547097,366.3627348,201.0312199,24110.05715,3.81,8.164,8.346456693,79.1466175,0.0072375,0.00641,23.8378375,421.3875
15.91104,108.25679,1,0.191769315,1932.05282,311.1595652,22.03030962,14.04318106,3.512391721,2.163132808,114.9756546,761.4442727,424.1988847,908.1280878,204.7525162,11.98215659,69734.10393,288.6135328,245.4172087,278.7079268,31497.49164,4.27,8.58,19.39418175,73.8735625,0.00806,0.003,30.2817025,421.3875
15.888881,108.166693,1,0.154561423,1844.471769,302.8450129,15.08651464,12.75112672,2.472504875,2.187058311,115.0523159,506.2300841,160.0193432,416.0623958,356.9249263,11.77707763,73314.06812,202.7602715,642.5738926,223.5108481,29392.41358,3.91,8.84,6.753812636,75.8169775,0.0076125,0.004,29.99899,421.3875
15.796422,108.3195,1,0.186798726,2177.685771,259.9023874,24.75556022,30.08883671,2.470291923,0.478026732,41.9536581,848.0716898,243.731482,638.1950319,161.1351594,0.813334788,14339.38481,138.4724775,373.2051843,116.6974646,5582.783485,3.97,2.86,7.835471277,73.3195375,0.00761,0.003,29.9980075,421.3875
15.741518,108.36715,1,0.211913828,1657.739616,238.2457911,18.08992448,28.50952311,1.889394221,0.264869506,46.56983515,1072.263849,230.0608267,560.8658785,142.8668301,0.753486352,17993.53441,93.68511408,295.786972,70.76664204,6076.282027,4.0,5.304,18.05458362,75.37514,0.0073925,0.003,29.8422475,421.3875
15.649022,108.41647,1,0.250614244,1416.068612,248.8862049,26.90084581,27.01772921,2.498661179,1.670791761,42.71159602,303.4448214,314.4460687,897.8904331,178.9770933,2.277056445,16125.88944,34.66189537,399.7976925,273.5864731,10308.35881,4.06,2.808,8.088235294,76.6377,0.0074075,0.003,29.57467,421.3875
15.618908,108.48202,1,0.112315966,1892.347385,254.4094077,24.43333366,14.2064279,2.855834623,0.433859146,52.66471121,798.1721084,559.6128552,972.5556334,63.97376119,2.3808407,19814.81896,80.11631394,546.3586816,71.67331022,8286.979361,4.57,4.68,10.03584229,79.85208,0.0070125,0.003,23.9346675,421.3875
16.55109,107.61759,1,0.216287966,2411.334243,323.1115731,21.09110698,27.55620244,3.32902091,1.108614025,44.10703993,817.324691,475.6436362,537.9870103,171.6425906,12.6376944,41264.19882,253.1864455,672.8406417,223.9436201,26781.32892,3.79,8.58,8.368435852,79.4413775,0.0065675,0.0055975,24.1185375,421.3875
16.69009,107.39898,1,0.088558819,1937.440718,315.786079,22.79079259,10.68743954,1.961504802,0.230483928,66.11656202,886.0522817,307.0451361,555.2033139,97.97301561,0.866748909,9309.275411,115.7590414,538.0454742,25.72870307,2055.180523,4.31,9.776,8.139534884,75.5041975,0.00768,0.003,29.9516225,421.3875
17.02845,107.03518,1,0.143240417,1998.346302,317.1889329,12.38980527,10.17025706,1.25309085,1.398488598,201.0245537,874.026624,386.9554107,269.7000445,917.4546779,8.022566702,40030.25677,217.5000161,656.5285831,71.19439001,28875.38521,3.71,4.42,7.770700637,69.2444475,0.0099975,0.003,29.9438125,421.3875
17.55809,106.54263,1,0.07530265,1850.152208,260.1390386,15.63251284,13.53454308,0.583636101,0.337575587,125.1732022,851.8416228,260.8680164,406.4508878,341.0326429,4.027747464,48252.76922,270.1080478,513.3599536,132.914594,20892.85722,3.87,5.876,11.19873817,74.2194475,0.0084625,0.003,29.26559,421.3875
18.165274,106.28257,1,0.785056228,1568.747475,241.4230402,26.75235114,75.07188801,2.724578404,0.578883294,43.44095067,364.6315755,483.529682,764.4818061,225.0882893,8.2688468,55030.53988,190.8889367,675.0876664,195.8816013,21122.85942,3.59,7.488,21.19788021,70.6965675,0.0089,0.0032025,22.6497925,421.3875
19.158712,105.63965,1,0.274596495,1825.300994,229.1802371,19.1444264,18.74335928,1.294069059,0.847360558,79.73298755,881.8170262,268.052813,719.4136452,101.0974689,7.506040933,34105.78626,238.6280092,461.7826503,692.3399469,19482.49877,4.48,6.448,10.15228426,77.8231725,0.0097125,0.008,29.164025,421.3875
